"Date/Time (PST)","Barometric Pressure  (mb) ","Battery Voltage  (v) ","Precipitation  ("") ","Relative Humidity  (%) ","Total Snow Depth  ("") ","24 Hour Snow  ("") ","Solar Radiation  (W/m2) ","Temperature  (deg F) "
"2016-02-21 14:00:00",1022.363,11.83,0.01,90.8,78.17,0.365,7.258,32.12
"2016-02-21 13:00:00",1021.97,11.91,0,85.9,78.25,0.301,7.732,32.85
"2016-02-21 12:00:00",1022.206,12,0,85.9,78.38,0.299,8.03,33.16
"2016-02-21 11:00:00",1021.745,12,0,81.5,78.1,0.161,8.29,33.23
"2016-02-21 10:00:00",1021.437,11.86,0,89.7,78.23,0.159,8.23,32.25
"2016-02-21 09:00:00",1021.122,11.76,0,93,80.1,0.294,7.835,29.22
"2016-02-21 08:00:00",1021.256,11.73,0,96.1,78.77,0.159,7.508,27.99
"2016-02-21 07:00:00",1021.423,11.71,0,96.6,78.88,0.287,6.542,25.41
"2016-02-21 06:00:00",1021.421,11.71,0,97.3,79.02,0.356,1.981,23.38
"2016-02-21 05:00:00",1021.547,11.72,0,96.6,78.89,0.358,0.871,22.88
"2016-02-21 04:00:00",1022.356,11.73,0,97.6,78.96,0.291,0.875,24.67
"2016-02-21 03:00:00",1022.091,11.74,0,97.5,79.23,0.36,0.887,24.48
"2016-02-21 02:00:00",1022.392,11.75,0,98,79.02,28.88,0.9,25.1
"2016-02-21 01:00:00",1022.891,11.76,0,97.6,79.23,29.15,0.906,26.08
"2016-02-21 00:00:00",1023.08,11.77,0,97.4,79.3,28.82,0.907,26.82
"2016-02-20 23:00:00",1023.144,11.78,0,97.8,79.24,0.361,0.927,27.01
"2016-02-20 22:00:00",1023.774,11.8,0,97.7,79.17,0.36,0.944,25.96
"2016-02-20 21:00:00",1024.021,11.81,0,98.1,79.44,0.362,0.941,26.82
"2016-02-20 20:00:00",1024.525,11.83,0,97.6,79.17,0.362,0.934,27.25
"2016-02-20 19:00:00",1024.525,11.85,0,97.8,79.85,0.362,0.953,28.24
"2016-02-20 18:00:00",1024.651,11.88,0,97.1,79.1,0.362,0.94,27.68
"2016-02-20 17:00:00",1024.777,11.93,0,96.8,79.31,0.362,4.972,29.16
"2016-02-20 16:00:00",1024.974,12.05,0,94.6,79.73,0.302,7.483,31.37
"2016-02-20 15:00:00",1025.226,12.18,0,89,78.38,0.032,8.52,35.81
"2016-02-20 14:00:00",1025.604,12.18,0,83.2,78.12,-0.17,8.77,37.41
"2016-02-20 13:00:00",1025.479,12.53,0,82.4,78.52,0.032,8.79,37.6
"2016-02-20 12:00:00",1025.857,12.39,0,76.88,78.18,-0.372,9.2,40.86
"2016-02-20 11:00:00",1025.856,12.59,0,77.23,78.79,0.032,8.76,38.58
"2016-02-20 10:00:00",1025.731,12.04,0.02,80.8,79.6,-0.102,9.15,35.93
"2016-02-20 09:00:00",1025.407,11.65,0.03,89.9,80.4,0.025,8.67,35.2
"2016-02-20 08:00:00",1024.903,11.61,0.01,94.4,80.8,0.159,7.472,31.94
"2016-02-20 07:00:00",1024.525,11.59,0.01,97.2,81.3,0.159,5.43,29.9
"2016-02-20 06:00:00",1023.642,11.6,0,97.4,81.5,0.294,0.866,28.98
"2016-02-20 05:00:00",1023.138,11.6,0.04,97.8,81.5,0.294,0.158,28.73
"2016-02-20 04:00:00",1022.508,11.6,0.03,97.8,78.63,5.419,0.169,29.53
"2016-02-20 03:00:00",1021.752,11.6,0.04,97.6,77.55,5.216,0.189,29.66
"2016-02-20 02:00:00",1020.617,11.6,0.04,97.8,79.04,4.34,0.118,29.66
"2016-02-20 01:00:00",1019.987,11.6,0.03,98,80.9,4.205,0.068,29.66
"2016-02-20 00:00:00",1018.853,11.61,0.05,97.8,79.78,3.935,0.066,30.46
"2016-02-19 23:00:00",1017.718,11.61,0.03,98.1,79.37,3.126,0.6,30.58
"2016-02-19 22:00:00",1016.962,11.61,0.05,98,79.37,3.059,0.825,30.46
"2016-02-19 21:00:00",1015.827,11.61,0.05,98.2,78.9,3.126,0.841,31.14
"2016-02-19 20:00:00",1014.315,11.61,0.06,98.3,78.5,3.261,0.855,31.2
"2016-02-19 19:00:00",1013.18,11.61,0.05,98.1,77.15,2.452,0.902,31.44
"2016-02-19 18:00:00",1012.046,11.61,0.05,98.2,77.42,1.508,0.964,31.51
"2016-02-19 17:00:00",1010.848,11.62,0.02,97.9,77.01,1.373,3.066,31.51
"2016-02-19 16:00:00",1009.273,11.63,0.05,97.4,74.18,0.699,6.687,31.63
"2016-02-19 15:00:00",1008.642,11.64,0.11,97.1,75.73,0.766,7.074,32.25
"2016-02-19 14:00:00",1006.875,11.65,0.09,97.4,75.4,0.902,7.471,34.46
"2016-02-19 13:00:00",1005.482,11.64,0.06,96.9,76.34,0.902,7.192,33.54
"2016-02-19 12:00:00",1004.859,11.66,0.02,96.2,75.61,0.77,7.6,34.96
"2016-02-19 11:00:00",1005.239,11.69,0.03,96.4,75.8,0.969,7.95,34.71
"2016-02-19 10:00:00",1005.365,11.65,0.04,97.3,76.07,0.969,7.67,33.79
"2016-02-19 09:00:00",1005.68,11.64,0.06,97.7,76.14,0.766,7.464,32.99
"2016-02-19 08:00:00",1005.87,11.63,0.05,98.2,76.07,0.699,6.405,31.88
"2016-02-19 07:00:00",1006.122,11.63,1.1,98.5,75.06,0.429,4.158,31.44
"2016-02-19 06:00:00",1006.5,11.63,0,98.5,75.73,0.429,1.139,31.26
"2016-02-19 05:00:00",1006.626,11.63,0,98.5,75.46,0.362,1.017,31.57
"2016-02-19 04:00:00",1007.004,11.63,0,98.4,74.38,0.564,1.036,31.57
"2016-02-19 03:00:00",1007.004,11.63,0,98.5,75.46,0.564,1.102,31.63
"2016-02-19 02:00:00",1007.256,11.63,0,98.4,75.4,0.766,1.121,31.69
"2016-02-19 01:00:00",1007.382,11.64,0,98.4,75.66,0.699,1.126,32.18
"2016-02-19 00:00:00",1007.256,11.64,0,98.4,76.47,0.699,1.131,32
"2016-02-18 23:00:00",1007.13,11.64,0,98,75.66,0.564,1.127,32
"2016-02-18 22:00:00",1006.626,11.64,0,97.5,75.4,0.497,1.127,31.63
"2016-02-18 21:00:00",1006.185,11.65,0,98.4,75.93,0.766,1.193,32.25
"2016-02-18 20:00:00",1004.861,11.66,0,97.8,74.65,0.362,1.114,32.18
"2016-02-18 19:00:00",1003.349,11.67,0,97.8,75.26,0.362,1.06,32.68
"2016-02-18 18:00:00",1002.466,11.7,0,97.3,75.26,0.429,1.084,32.92
"2016-02-18 17:00:00",1001.446,11.75,0,97.1,75.27,0.431,4.302,33.48
"2016-02-18 16:00:00",1000.155,11.84,0,96,75.41,0.368,7.222,34.45
"2016-02-18 15:00:00",998.8238,11.93,0,93.3,75.01,0.302,8.52,35.75
"2016-02-18 14:00:00",997.7526,11.99,0,91.5,74.34,0.235,8.63,36.98
"2016-02-18 13:00:00",996.8704,12.05,0,89,74.74,0.167,8.86,39.38
"2016-02-18 12:00:00",996.3663,11.98,0,92.6,74.74,0.1,8.45,38.71
"2016-02-18 11:00:00",995.9882,12,0,90.3,74.61,0.302,9.25,36.86
"2016-02-18 10:00:00",995.9891,11.79,0,93.5,75.01,0.167,8.7,38.15
"2016-02-18 09:00:00",995.2814,11.73,0,96.6,75.6,0.227,8.47,37.42
"2016-02-18 08:00:00",994.399,11.69,0,97.3,74.99,0.294,7.968,34.71
"2016-02-18 07:00:00",993.7688,11.65,0.05,98.5,74.99,0.362,6.369,32.06
"2016-02-18 06:00:00",993.7058,11.65,0.25,98.5,74.86,0.362,1.649,31.81
"2016-02-18 05:00:00",993.6427,11.65,0,98.4,75.53,0.362,1.056,32.55
"2016-02-18 04:00:00",993.5167,11.65,0,98.3,75.33,0.362,1.059,33.05
"2016-02-18 03:00:00",993.2646,11.65,0,98.3,75.26,0.429,1.067,33.17
"2016-02-18 02:00:00",992.8865,11.65,0,98.2,76.41,0.362,1.085,32.99
"2016-02-18 01:00:00",992.2562,11.66,0,98.3,75.46,0.362,1.075,32.68
"2016-02-18 00:00:00",993.2646,11.66,0,98.2,75.4,0.362,1.078,32.86
"2016-02-17 23:00:00",993.7688,11.66,0,98.2,75.33,0.429,1.085,32.74
"2016-02-17 22:00:00",994.399,11.66,0,98.1,75.4,0.362,1.1,32.86
"2016-02-17 21:00:00",994.7766,11.66,0,97.8,75.6,0.362,1.09,34.59
"2016-02-17 20:00:00",993.894,11.67,0,98,76,0.294,1.082,36.5
"2016-02-17 19:00:00",992.249,11.67,0,97.8,76,0.295,1.101,35.63
"2016-02-17 18:00:00",993.8856,11.67,0,97.5,76.21,0.364,1.15,35.26
"2016-02-17 17:00:00",994.4772,11.67,0,97,77.44,0.369,3.988,36.61
"2016-02-17 16:00:00",994.4758,11.71,0,95.8,76.03,0.302,7.64,36.86
"2016-02-17 15:00:00",995.4841,11.73,0,94.1,75.96,0.302,8.33,38.09
"2016-02-17 14:00:00",996.7444,11.72,0,94.9,75.89,0.302,8.22,37.78
"2016-02-17 13:00:00",997.7526,11.74,0,94.1,76.09,0.167,8.38,38.21
"2016-02-17 12:00:00",998.7607,11.75,0,93.5,75.96,0.302,8.51,38.71
"2016-02-17 11:00:00",1000.021,11.74,0,92.5,76.23,0.302,8.49,39.14
"2016-02-17 10:00:00",1000.911,11.71,0,95.3,76.49,0.299,8.14,38.21
"2016-02-17 09:00:00",1001.448,11.7,0,97,78.1,0.431,7.935,36.81
"2016-02-17 08:00:00",1001.962,11.69,0,97.2,76.41,0.294,7.634,35.64
"2016-02-17 07:00:00",1002.34,11.67,0,98.2,76.41,0.429,5.379,34.22
"2016-02-17 06:00:00",1002.97,11.67,0,98.3,76.61,0.362,1.325,33.66
"2016-02-17 05:00:00",1004.357,11.68,0,98.3,76.47,0.429,1.111,33.48
"2016-02-17 04:00:00",1005.113,11.68,0,98.4,76.61,0.362,1.115,32.68
"2016-02-17 03:00:00",1006.122,11.68,0,98.4,76.61,0.362,1.13,32.74
"2016-02-17 02:00:00",1007.508,11.69,0,98.4,76.74,0.362,1.123,32.99
"2016-02-17 01:00:00",1008.643,11.69,0,98.4,76.61,0.362,1.123,32.55
"2016-02-17 00:00:00",1009.147,11.7,0,98.3,78.23,0.294,1.118,32.31
"2016-02-16 23:00:00",1009.777,11.71,0,98,76.74,0.362,1.113,33.17
"2016-02-16 22:00:00",1010.281,11.72,0,98.1,76.81,0.362,1.109,33.85
"2016-02-16 21:00:00",1010.911,11.74,0,97.8,76.81,0.362,1.098,33.85
"2016-02-16 20:00:00",1011.479,11.77,0,97.8,76.74,0.362,1.095,34.28
"2016-02-16 19:00:00",1012.298,11.8,0,97.4,76.74,0.362,1.09,34.1
"2016-02-16 18:00:00",1012.924,11.84,0,97.2,76.88,0.363,1.092,34.59
"2016-02-16 17:00:00",1012.876,11.88,0,96.5,77.04,0.437,4.355,35.38
"2016-02-16 16:00:00",1013.128,11.97,0,93.7,76.63,0.302,7.838,37.35
"2016-02-16 15:00:00",1013.884,12.06,0,89.6,76.43,0.1,8.6,40.99
"2016-02-16 14:00:00",1014.388,12.2,0,88.6,76.36,0.1,9.06,43.14
"2016-02-16 13:00:00",1014.892,12.17,0,87,75.96,0.032,9.15,43.82
"2016-02-16 12:00:00",1015.331,12.16,0,89,76.29,0.235,8.97,43.08
"2016-02-16 11:00:00",1015.901,12.05,0,93.1,76.43,0.1,9.05,44.01
"2016-02-16 10:00:00",1016.405,11.9,0,94,76.9,0.235,8.9,40.8
"2016-02-16 09:00:00",1016.153,11.81,0,96.9,77.17,0.167,8.76,39.69
"2016-02-16 08:00:00",1016.197,11.72,0,97.5,79.04,0.497,8.2,37.11
"2016-02-16 07:00:00",1015.953,11.69,0,98.3,77.42,0.294,5.63,35.02
"2016-02-16 06:00:00",1016.206,11.68,0,98.3,77.28,0.362,1.269,34.77
"2016-02-16 05:00:00",1016.206,11.69,0.01,98.4,77.15,0.362,1.039,34.59
"2016-02-16 04:00:00",1016.206,11.69,0.05,98.3,77.82,0.362,1.043,34.59
"2016-02-16 03:00:00",1016.079,11.69,0.12,98.4,77.69,0.362,1.055,34.34
"2016-02-16 02:00:00",1016.206,11.69,0.16,98.4,77.49,0.362,1.063,34.16
"2016-02-16 01:00:00",1016.265,11.69,0.21,98.5,77.69,0.362,1.065,34.46
"2016-02-16 00:00:00",1016.181,11.7,0.19,98.2,77.57,0.366,1.057,35.57
"2016-02-15 23:00:00",1015.534,11.7,0.19,97.9,77.84,0.369,1.054,36.61
"2016-02-15 22:00:00",1015.026,11.7,0.19,97.5,77.98,0.302,1.04,37.35
"2016-02-15 21:00:00",1014.162,11.7,0.06,98.1,78.17,0.367,1.048,38.16
"2016-02-15 20:00:00",1014.916,11.7,0.05,97.6,78.38,0.368,1.035,36.86
"2016-02-15 19:00:00",1015.294,11.7,0,97.8,79.59,0.367,1.051,36.62
"2016-02-15 18:00:00",1015.663,11.7,0,97.3,78.79,0.368,1.058,37.04
"2016-02-15 17:00:00",1016.657,11.71,0,97.4,78.79,0.369,4.022,37.16
"2016-02-15 16:00:00",1016.909,11.76,0,96.5,78.45,0.302,7.789,38.21
"2016-02-15 15:00:00",1017.287,11.73,0.03,96.9,79.19,0.369,7.362,39.14
"2016-02-15 14:00:00",1017.791,11.74,0.05,96.7,78.79,0.302,7.747,39.2
"2016-02-15 13:00:00",1017.917,11.75,0.06,96.5,78.79,0.302,7.874,39.88
"2016-02-15 12:00:00",1018.421,11.75,0.07,96.7,78.92,0.369,7.943,39.26
"2016-02-15 11:00:00",1018.799,11.73,0.04,96.4,79.13,0.369,7.589,38.58
"2016-02-15 10:00:00",1018.799,11.73,0.05,94.3,79.33,0.369,7.257,38.71
"2016-02-15 09:00:00",1018.674,11.72,0.11,94.1,79.46,0.369,6.929,39.26
"2016-02-15 08:00:00",1018.681,11.72,0.12,98.1,79.73,0.504,6.078,38.52
"2016-02-15 07:00:00",1018.17,11.71,0.1,97.6,79.32,0.368,3.663,36.86
"2016-02-15 06:00:00",1018.296,11.71,0.05,97.6,79.26,0.302,1.017,38.09
"2016-02-15 05:00:00",1018.3,11.72,0.05,97.2,79.53,0.369,1,37.78
"2016-02-15 04:00:00",1018.169,11.72,0.04,97.2,79.53,0.369,1,38.4
"2016-02-15 03:00:00",1018.169,11.72,0.1,96.5,79.46,0.369,1.004,38.34
"2016-02-15 02:00:00",1018.547,11.72,0.08,96.4,79.53,0.369,0.992,39.51
"2016-02-15 01:00:00",1017.917,11.72,0.2,98.1,81.3,0.369,1.02,39.01
"2016-02-15 00:00:00",1018.169,11.72,0.14,96.5,80.1,0.369,1.007,40.25
"2016-02-14 23:00:00",1019.051,11.72,0.12,96.4,80,0.302,1.014,40.43
"2016-02-14 22:00:00",1019.212,11.72,0.18,98.5,80.5,0.499,1.051,38.22
"2016-02-14 21:00:00",1019.222,11.72,0.13,98.3,80.5,0.432,1.069,36.44
"2016-02-14 20:00:00",1019.655,11.72,0.18,98.2,80.6,0.367,1.072,36
"2016-02-14 19:00:00",1019.944,11.72,0.16,98.1,80.5,0.369,1.081,36.74
"2016-02-14 18:00:00",1019.697,11.72,0.2,98,80.8,0.368,1.093,37.23
"2016-02-14 17:00:00",1019.935,11.72,0.19,98,82.5,0.369,2.515,37.66
"2016-02-14 16:00:00",1019.933,11.73,0.14,97.7,80.8,0.369,5.761,37.84
"2016-02-14 15:00:00",1019.682,11.73,0.12,98.1,81.2,0.302,6.74,39.14
"2016-02-14 14:00:00",1019.681,11.74,0.15,97.7,81.5,0.437,7.288,38.21
"2016-02-14 13:00:00",1019.682,11.75,0.17,97.1,81.4,0.437,7.564,37.84
"2016-02-14 12:00:00",1019.309,11.75,0.15,97.4,81.4,0.369,7.492,37.78
"2016-02-14 11:00:00",1019.555,11.76,0.08,96.8,82,0.369,7.671,37.6
"2016-02-14 10:00:00",1019.681,11.78,0.02,96.5,81.5,0.302,8.03,37.9
"2016-02-14 09:00:00",1019.067,11.77,0.03,96.9,82.2,0.301,7.993,37.48
"2016-02-14 08:00:00",1019.419,11.74,0.05,97.5,83.1,0.294,7.481,36.38
"2016-02-14 07:00:00",1019.609,11.73,0.07,98,82.5,0.362,4.775,34.65
"2016-02-14 06:00:00",1019.105,11.72,0.03,98.2,82.7,0.362,1.221,33.79
"2016-02-14 05:00:00",1018.474,11.73,0.03,98.3,82.7,0.362,1.142,33.23
"2016-02-14 04:00:00",1018.853,11.73,0.04,98.3,82.7,0.969,1.129,33.36
"2016-02-14 03:00:00",1018.853,11.73,0.11,98.4,82.8,0.969,1.128,32.86
"2016-02-14 02:00:00",1019.231,11.73,0.08,98.3,82.7,1.171,1.132,32.25
"2016-02-14 01:00:00",1019.231,11.73,0.08,98.2,82.9,1.103,1.127,31.88
"2016-02-14 00:00:00",1019.105,11.73,0.04,98.2,83.3,1.171,1.084,31.44
"2016-02-13 23:00:00",1018.6,11.74,0.05,98.3,83.4,1.171,1.06,31.63
"2016-02-13 22:00:00",1018.222,11.74,0.05,98.3,83.4,1.171,1.041,31.57
"2016-02-13 21:00:00",1017.97,11.74,0.09,98.3,83.5,1.171,1.013,31.38
"2016-02-13 20:00:00",1018.474,11.74,0.09,98,83.5,1.238,0.981,31.32
"2016-02-13 19:00:00",1018.411,11.75,0.07,97.9,83.3,1.238,0.985,31.01
"2016-02-13 18:00:00",1018.222,11.75,0.06,98,82.8,0.901,1.075,31.2
"2016-02-13 17:00:00",1018.222,11.75,0.07,97.8,81.5,0.159,2.619,31.57
"2016-02-13 16:00:00",1019.105,11.76,0.03,97.4,82.1,0.159,6.155,31.63
"2016-02-13 15:00:00",1019.86,11.78,0.04,96,82.3,0.362,7.315,32.74
"2016-02-13 14:00:00",1020.316,11.83,0.06,94.7,82.3,0.301,7.526,33.78
"2016-02-13 13:00:00",1020.438,11.92,0.01,92.7,82.1,0.302,8.02,37.23
"2016-02-13 12:00:00",1021.194,11.9,0,91,82,0.167,8.63,36.36
"2016-02-13 11:00:00",1022.076,11.82,0.01,92.9,81.9,0.166,8.57,36.24
"2016-02-13 10:00:00",1023.183,11.8,0,94.1,82.2,0.436,8.63,35.88
"2016-02-13 09:00:00",1023.642,11.77,0,94.6,82.1,0.362,8.23,34.83
"2016-02-13 08:00:00",1023.39,11.77,0.02,95.9,82.5,0.294,7.691,33.48
"2016-02-13 07:00:00",1023.264,11.76,0,98.2,82.3,0.294,5.521,32
"2016-02-13 06:00:00",1023.642,11.76,0.02,98,82.3,0.294,1.263,31.63
"2016-02-13 05:00:00",1023.138,11.77,0.02,97.7,82.6,0.362,1.117,31.69
"2016-02-13 04:00:00",1022.76,11.77,0.09,98.4,83,0.901,1.112,31.44
"2016-02-13 03:00:00",1022.13,11.77,0.07,98.3,81.7,0.699,1.215,31.38
"2016-02-13 02:00:00",1022.256,11.78,0.13,98.2,80.7,0.294,1.355,31.32
"2016-02-13 01:00:00",1021.184,11.78,0.06,97.9,81.5,0.362,1.161,33.17
"2016-02-13 00:00:00",1020.932,11.78,0.01,98.3,81.6,0.362,1.182,32.99
"2016-02-12 23:00:00",1020.995,11.79,0.02,98.2,81.5,0.362,1.173,33.54
"2016-02-12 22:00:00",1020.743,11.79,0.03,98.1,81.5,0.362,1.188,34.4
"2016-02-12 21:00:00",1020.491,11.79,0.02,97.8,81.6,0.362,1.189,33.91
"2016-02-12 20:00:00",1020.491,11.8,0.03,97.7,81.9,0.362,1.157,34.46
"2016-02-12 19:00:00",1020.239,11.8,0.07,96.4,81.8,0.294,0.975,35.14
"2016-02-12 18:00:00",1020.361,11.82,0,97.8,81.9,0.364,1.194,34.59
"2016-02-12 17:00:00",1020.384,11.86,0.01,97.3,81.9,0.368,3.865,34.45
"2016-02-12 16:00:00",1020.185,11.98,0.01,96.2,82,0.302,7.206,35.93
"2016-02-12 15:00:00",1020.059,12.09,0,94.1,81.8,0.235,8.12,38.15
"2016-02-12 14:00:00",1020.564,11.96,0,94.7,81.5,0.167,8.34,39.75
"2016-02-12 13:00:00",1020.447,11.87,0.02,95.1,81.9,0.302,8.19,37.17
"2016-02-12 12:00:00",1021.099,11.84,0.16,96.7,82.1,0.366,7.75,35.69
"2016-02-12 11:00:00",1021.352,11.82,0.18,96.8,82.1,0.299,6.678,34.95
"2016-02-12 10:00:00",1020.085,11.85,0,96.8,82.2,0.3,7.574,36.12
"2016-02-12 09:00:00",1020.363,11.84,0,97.2,82.1,0.296,7.539,36.5
"2016-02-12 08:00:00",1020.239,11.82,0,97.8,82.1,0.294,6.047,35.2
"2016-02-12 07:00:00",1020.617,11.81,0,98.2,82.3,0.362,3.848,34.34
"2016-02-12 06:00:00",1020.617,11.82,0,98.1,82.4,0.362,1.092,33.66
"2016-02-12 05:00:00",1020.743,11.82,0.09,98.2,82.1,0.362,1.046,33.79
"2016-02-12 04:00:00",1021.121,11.83,0.08,98.2,82.5,0.429,1.041,33.85
"2016-02-12 03:00:00",1020.995,11.83,0.04,98.2,82.8,0.294,1.039,33.66
"2016-02-12 02:00:00",1020.995,11.83,0,98.2,82.9,0.362,0.973,33.79
"2016-02-12 01:00:00",1021.121,11.84,0.02,98.1,82.5,0.362,1.068,33.73
"2016-02-12 00:00:00",1021.247,11.84,0.02,98,82.8,0.294,1.074,33.91
"2016-02-11 23:00:00",1021.374,11.85,0.06,98.1,82.9,0.294,1.077,34.46
"2016-02-11 22:00:00",1021.247,11.85,0.07,98,83.3,0.362,1.099,33.97
"2016-02-11 21:00:00",1021.437,11.85,0.04,97.9,83.2,0.362,1.095,34.4
"2016-02-11 20:00:00",1021.878,11.86,0.04,97.9,83.1,0.294,1.095,34.03
"2016-02-11 19:00:00",1022.256,11.86,0.06,97.9,83.2,0.362,1.099,34.22
"2016-02-11 18:00:00",1022.508,11.86,0.05,97.8,83.3,0.294,1.115,34.9
"2016-02-11 17:00:00",1022.254,11.86,0.07,97.6,83.5,0.363,2.28,34.83
"2016-02-11 16:00:00",1022.249,11.87,0.05,97.4,83.4,0.297,5.737,35.02
"2016-02-11 15:00:00",1022.29,11.88,0.02,97,83.6,0.368,6.736,35.69
"2016-02-11 14:00:00",1022.203,11.88,0.05,96.7,83.4,0.369,6.73,36.24
"2016-02-11 13:00:00",1022.585,11.89,0.04,95.6,83.6,0.369,7.297,37.04
"2016-02-11 12:00:00",1022.958,11.9,0.01,94.6,83.6,0.302,7.59,37.6
"2016-02-11 11:00:00",1023.336,11.9,0,94.7,83.5,0.167,7.535,37.41
"2016-02-11 10:00:00",1023.84,11.93,0.01,93.4,83.6,0.302,7.793,36.92
"2016-02-11 09:00:00",1024.222,11.95,0,94.7,83.4,0.166,8.18,37.97
"2016-02-11 08:00:00",1024.273,11.9,0,97.7,84.6,28.75,7.354,36.01
"2016-02-11 07:00:00",1024.147,11.88,0,98.4,83.4,29.02,4.247,33.17
"2016-02-11 06:00:00",1024.021,11.88,0,98.5,84.8,29.15,1.152,33.05
"2016-02-11 05:00:00",1024.021,11.88,0,98.6,85,29.09,1.091,32.99
"2016-02-11 04:00:00",1024.399,11.89,0,98.5,83.8,29.15,1.092,32.99
"2016-02-11 03:00:00",1023.768,11.89,0,98.5,85,29.02,1.101,32.74
"2016-02-11 02:00:00",1023.831,11.89,0,98.6,83.9,28.88,1.151,32.31
"2016-02-11 01:00:00",1024.525,11.9,0,98.5,84.1,28.61,1.159,31.63
"2016-02-11 00:00:00",1025.029,11.9,0,98.6,84,0.497,1.153,30.83
"2016-02-10 23:00:00",1025.281,11.91,0,98.4,84.4,0.294,1.184,31.94
"2016-02-10 22:00:00",1025.407,11.91,0,98.2,84,0.362,1.184,32.74
"2016-02-10 21:00:00",1025.155,11.91,0,97.9,84.2,0.362,1.176,34.03
"2016-02-10 20:00:00",1025.154,11.92,0,97.8,84.2,0.362,1.173,34.83
"2016-02-10 19:00:00",1024.827,11.92,0,97.6,84.2,0.363,1.182,36.13
"2016-02-10 18:00:00",1024.497,11.92,0.03,97.4,84.2,0.366,1.19,36.37
"2016-02-10 17:00:00",1024.474,11.93,0.01,97.1,84.3,0.302,3.14,36.98
"2016-02-10 16:00:00",1024.218,11.95,0,96.3,84.1,0.369,6.861,38.27
"2016-02-10 15:00:00",1023.714,12.02,0,95.7,84.1,0.167,7.967,38.95
"2016-02-10 14:00:00",1023.462,12.02,0.01,94.7,83.9,0.167,8.38,40
"2016-02-10 13:00:00",1023.715,12,0.01,95.2,84,0.235,8.44,39.14
"2016-02-10 12:00:00",1023.985,12,0.04,94.3,84.3,0.167,7.957,37.35
"2016-02-10 11:00:00",1023.74,12.03,0.01,92.4,84.2,0.298,7.695,36.86
"2016-02-10 10:00:00",1023.504,12.09,0,94.5,84.3,0.16,8.13,35.39
"2016-02-10 09:00:00",1023.138,11.98,0,96.2,84.6,0.159,7.732,33.91
"2016-02-10 08:00:00",1022.76,11.95,0,98.3,84.7,0.429,7.265,31.07
"2016-02-10 07:00:00",1022.886,11.93,0,98.2,85.6,0.294,4.366,30.09
"2016-02-10 06:00:00",1022.319,11.94,0,98.4,84.8,0.362,0.903,29.59
"2016-02-10 05:00:00",1022.382,11.94,0,98.6,84.8,0.362,0.84,29.04
"2016-02-10 04:00:00",1022.13,11.95,0,98.4,84.9,0.361,0.832,29.04
"2016-02-10 03:00:00",1021.878,11.95,0,98.7,86.3,0.294,0.832,29.16
"2016-02-10 02:00:00",1022.634,11.96,0,98.8,85,0.159,0.809,28.42
"2016-02-10 01:00:00",1022.886,11.97,0,98.6,84.9,0.294,0.772,29.1
"2016-02-10 00:00:00",1023.012,11.97,0,98.4,86.2,0.294,0.697,27.81
"2016-02-09 23:00:00",1022.886,11.98,0,98.3,84.8,0.362,0.609,29.1
"2016-02-09 22:00:00",1023.138,11.99,0,98.2,84.8,0.294,0.59,31.14
"2016-02-09 21:00:00",1023.264,12,0,98,85.2,0.362,0.679,31.01
"2016-02-09 20:00:00",1023.264,12.02,0,97.6,85.1,0.294,0.73,30.89
"2016-02-09 19:00:00",1023.642,12.03,0,97.2,84.8,0.294,0.716,31.2
"2016-02-09 18:00:00",1023.768,12.06,0,96.8,85,0.429,0.705,32.18
"2016-02-09 17:00:00",1023.744,12.09,0,95.4,85.1,0.367,3.035,32.98
"2016-02-09 16:00:00",1024.218,12.16,0,91.2,84.9,0.302,6.863,35.68
"2016-02-09 15:00:00",1023.714,12.39,0,81.6,84.6,0.1,7.657,39.26
"2016-02-09 14:00:00",1023.462,12.51,0,61.64,84.2,-0.17,8.25,46.47
"2016-02-09 13:00:00",1023.714,12.57,0,60.82,84.1,0.032,8.21,46.78
"2016-02-09 12:00:00",1024.848,12.63,0,59.79,83.9,0.032,7.991,46.41
"2016-02-09 11:00:00",1025.73,12.59,0,58.8,83.4,-0.17,7.865,47.83
"2016-02-09 10:00:00",1026.737,12.49,0,63.46,84,0.1,7.831,44.07
"2016-02-09 09:00:00",1027.495,12.24,0,74.49,84.6,0.1,8.4,40.25
"2016-02-09 08:00:00",1027.487,11.96,0,93.4,85.4,0.159,7.928,34.65
"2016-02-09 07:00:00",1027.424,11.89,0,97.8,85.5,29.02,4.928,30.46
"2016-02-09 06:00:00",1027.676,11.89,0,97.7,85.5,29.22,0.989,29.66
"2016-02-09 05:00:00",1028.054,11.9,0,98,86.7,29.22,0.88,28.3
"2016-02-09 04:00:00",1028.558,11.91,0,97.7,85.8,29.22,0.889,30.83
"2016-02-09 03:00:00",1028.81,11.91,0,98.2,87.4,29.22,0.899,30.46
"2016-02-09 02:00:00",1029.188,11.92,0,98.2,85.8,29.22,0.907,30.52
"2016-02-09 01:00:00",1029.567,11.93,0,98.6,85.8,29.22,0.905,29.9
"2016-02-09 00:00:00",1029.945,11.94,0,98.2,86.9,29.15,0.914,29.35
"2016-02-08 23:00:00",1030.323,11.95,0,98.5,85.8,28.88,0.914,30.89
