Date/Time (PST),Barometric Pressure  (mb) ,"Precipitation  ("") ",Relative Humidity  (%) ,"24 Hour Snow  ("") ",Temperature  (deg F) 
2021-03-23 21:00:00,1025.943,0.0,99.5,-0.067,31.71
2021-03-23 22:00:00,1025.074,0.0,100.0,-0.069,31.9
2021-03-23 23:00:00,1024.239,0.0,100.0,-0.069,32.27
2021-03-24 00:00:00,1023.407,0.0,100.0,-0.136,32.26
2021-03-24 01:00:00,1022.276,0.0,100.0,-0.203,32.26
2021-03-24 02:00:00,1020.89,0.01,100.0,-0.269,32.45
2021-03-24 03:00:00,1019.742,0.05,100.0,-0.673,32.26
2021-03-24 04:00:00,1018.229,0.04,100.0,0.002,32.14
2021-03-24 05:00:00,1017.044,0.04,100.0,0.001,31.59
2021-03-24 06:00:00,1015.854,0.01,100.0,-0.134,31.16
2021-03-24 07:00:00,1014.706,0.09,99.9,0.001,31.28
2021-03-24 08:00:00,1013.324,0.12,99.3,0.405,32.14
2021-03-24 09:00:00,1012.299,0.12,99.2,2.161,32.75
2021-03-24 10:00:00,1011.794,0.14,98.3,3.24,33.12
2021-03-24 11:00:00,1011.164,0.14,96.0,3.442,34.48
2021-03-24 12:00:00,1009.903,0.07,94.1,3.644,35.96
2021-03-24 13:00:00,1009.273,0.05,89.7,3.24,36.57
2021-03-24 14:00:00,1008.391,0.04,92.0,3.442,37.31
2021-03-24 15:00:00,1007.886,0.05,94.4,3.172,36.08
2021-03-24 16:00:00,1007.634,0.06,96.7,2.431,36.08
2021-03-24 17:00:00,1007.508,0.05,93.0,2.768,35.4
2021-03-24 18:00:00,1006.878,0.02,97.5,2.768,34.36
2021-03-24 19:00:00,1007.004,0.06,98.5,2.7,32.75
2021-03-24 20:00:00,1007.256,0.1,99.4,1.891,32.44
2021-03-24 21:00:00,1007.008,0.02,99.6,2.295,32.14
2021-03-24 22:00:00,1006.77,0.01,99.8,2.295,32.39
2021-03-24 23:00:00,1006.637,0.02,99.4,2.295,32.14
2021-03-25 00:00:00,1006.513,0.02,100.0,2.833,31.95
2021-03-25 01:00:00,1006.884,0.0,100.0,1.621,32.14
2021-03-25 02:00:00,1006.762,0.01,100.0,2.967,32.26
2021-03-25 03:00:00,1006.754,0.0,99.9,3.103,31.77
2021-03-25 04:00:00,1007.14,0.02,99.8,2.969,31.52
2021-03-25 05:00:00,1007.394,0.0,99.8,0.138,31.21
2021-03-25 06:00:00,1007.903,0.0,100.0,0.001,30.91
2021-03-25 07:00:00,1008.913,0.0,100.0,-0.002,32.02
2021-03-25 08:00:00,1009.151,0.0,98.0,-0.064,32.57
2021-03-25 09:00:00,1009.903,0.0,91.2,-0.199,34.97
2021-03-25 10:00:00,1010.633,0.0,93.4,-0.129,34.97
2021-03-25 11:00:00,1010.756,0.0,74.94,-0.327,42.92
2021-03-25 12:00:00,1011.49,0.03,79.14,-0.191,41.31
2021-03-25 13:00:00,1011.752,0.03,77.88,-0.326,40.82
2021-03-25 14:00:00,1012.12,0.0,78.01,-0.259,41.68
2021-03-25 15:00:00,1012.524,0.0,84.9,-0.125,38.79
2021-03-25 16:00:00,1012.801,0.01,89.1,-0.131,38.73
2021-03-25 17:00:00,1013.685,0.0,89.1,-0.131,37.31
2021-03-25 18:00:00,1014.693,0.0,94.8,-0.131,35.46
2021-03-25 19:00:00,1014.945,0.0,98.1,0.003,34.23
2021-03-25 20:00:00,1015.89,0.0,99.1,-0.064,33.31
2021-03-25 21:00:00,1016.206,0.0,99.8,-0.064,33.12
2021-03-25 22:00:00,1016.847,0.0,99.7,-0.064,33.0
2021-03-25 23:00:00,1017.353,0.0,99.9,0.003,32.82
2021-03-26 00:00:00,1017.593,0.0,99.7,0.003,32.75
2021-03-26 01:00:00,1017.913,0.0,99.9,0.003,32.38
2021-03-26 02:00:00,1018.107,0.0,100.0,0.003,32.63
2021-03-26 03:00:00,1018.037,0.0,100.0,0.003,32.81
2021-03-26 04:00:00,1018.477,0.0,100.0,-0.064,33.06
2021-03-26 05:00:00,1018.856,0.0,100.0,0.003,32.88
2021-03-26 06:00:00,1019.236,0.0,100.0,0.003,32.75
2021-03-26 07:00:00,1019.74,0.0,100.0,-0.064,33.62
2021-03-26 08:00:00,1020.239,0.0,99.9,-0.064,35.22
2021-03-26 09:00:00,1021.058,0.0,93.5,-0.131,36.76
2021-03-26 10:00:00,1021.369,0.0,82.1,-0.199,38.48
2021-03-26 11:00:00,1021.719,0.0,79.25,-0.329,39.59
2021-03-26 12:00:00,1022.218,0.0,80.6,-0.33,40.7
2021-03-26 13:00:00,1022.455,0.0,66.44,-0.326,43.47
2021-03-26 14:00:00,1022.202,0.01,62.19,-0.326,46.55
2021-03-26 15:00:00,1022.202,0.0,62.95,-0.326,45.01
2021-03-26 16:00:00,1022.58,0.0,65.27,-0.259,42.66
2021-03-26 17:00:00,1022.862,0.0,73.64,0.008,39.65
2021-03-26 18:00:00,1023.453,0.0,83.4,-0.131,37.56
2021-03-26 19:00:00,1024.021,0.0,93.1,0.003,35.53
2021-03-26 20:00:00,1024.525,0.0,96.5,-0.064,34.91
2021-03-26 21:00:00,1024.905,0.0,97.1,0.138,34.54
2021-03-26 22:00:00,1025.029,0.0,97.1,0.003,34.6
2021-03-26 23:00:00,1025.029,0.0,98.7,0.003,33.92
2021-03-27 00:00:00,1025.291,0.0,99.3,0.003,34.6
2021-03-27 01:00:00,1025.407,0.0,99.1,0.003,34.6
2021-03-27 02:00:00,1025.536,0.0,99.3,0.003,34.29
2021-03-27 03:00:00,1025.534,0.0,99.7,0.003,34.29
2021-03-27 04:00:00,1025.536,0.0,99.9,0.003,33.92
2021-03-27 05:00:00,1025.533,0.0,100.0,0.003,33.99
2021-03-27 06:00:00,1025.786,0.0,100.0,0.003,33.8
2021-03-27 07:00:00,1026.039,0.0,99.9,0.003,34.23
2021-03-27 08:00:00,1026.037,0.0,95.6,-0.131,35.22
2021-03-27 09:00:00,1026.794,0.0,90.4,-0.131,36.94
2021-03-27 10:00:00,1026.542,0.0,77.14,-0.334,42.19
2021-03-27 11:00:00,1026.109,0.0,74.11,-0.394,44.58
2021-03-27 12:00:00,1025.731,0.0,63.66,-0.326,48.4
2021-03-27 13:00:00,1025.101,0.0,51.06,-0.326,52.84
2021-03-27 14:00:00,1024.596,0.0,51.61,-0.394,50.55
2021-03-27 15:00:00,1024.722,0.0,55.99,-0.056,49.38
2021-03-27 16:00:00,1024.722,0.0,58.84,-0.461,48.34
2021-03-27 17:00:00,1024.596,0.0,70.27,-0.326,45.56
2021-03-27 18:00:00,1024.316,0.0,83.6,-0.129,39.9
2021-03-27 19:00:00,1024.021,0.0,92.8,-0.131,36.08
2021-03-27 20:00:00,1023.901,0.0,96.5,-0.065,34.17
2021-03-27 21:00:00,1023.099,0.0,98.2,-0.001,33.25
2021-03-27 22:00:00,1022.858,0.0,98.8,-0.071,32.39
2021-03-27 23:00:00,1022.158,0.0,99.0,-0.071,32.33
2021-03-28 00:00:00,1021.165,0.0,99.1,-0.07,31.65
2021-03-28 01:00:00,1020.405,0.0,99.3,-0.071,31.9
2021-03-28 02:00:00,1019.399,0.0,99.7,-0.071,33.93
2021-03-28 03:00:00,1018.611,0.0,88.1,-0.066,37.63
2021-03-28 04:00:00,1018.222,0.0,81.7,-0.064,38.98
2021-03-28 05:00:00,1017.34,0.0,83.5,0.003,38.24
2021-03-28 06:00:00,1016.71,0.0,93.4,-0.131,35.53
2021-03-28 07:00:00,1015.575,0.0,79.74,-0.131,37.93
2021-03-28 08:00:00,1015.197,0.0,91.6,-0.131,36.57
2021-03-28 09:00:00,1014.567,0.0,97.8,-0.131,34.29
2021-03-28 10:00:00,1013.937,0.0,80.0,-0.131,37.19
2021-03-28 11:00:00,1012.172,0.02,87.8,-0.131,36.2
2021-03-28 12:00:00,1011.353,0.09,96.7,-0.064,33.99
2021-03-28 13:00:00,1009.777,0.11,95.8,0.003,33.86
2021-03-28 14:00:00,1008.019,0.13,96.2,0.678,33.62
2021-03-28 15:00:00,1007.256,0.14,97.5,0.812,33.68
2021-03-28 16:00:00,1008.402,0.1,95.2,1.485,31.28
2021-03-28 17:00:00,1008.3,0.02,88.8,1.817,31.4
2021-03-28 18:00:00,1008.296,0.05,96.4,2.424,29.92
2021-03-28 19:00:00,1008.437,0.08,95.5,2.966,29.31
2021-03-28 20:00:00,1009.944,0.07,97.2,3.64,28.69
2021-03-28 21:00:00,1011.198,0.06,81.7,4.245,28.38
2021-03-28 22:00:00,1011.965,0.12,90.5,4.043,28.08
2021-03-28 23:00:00,1013.225,0.12,94.9,4.719,27.58
2021-03-29 00:00:00,1014.61,0.11,77.39,5.327,28.01
2021-03-29 01:00:00,1015.742,0.07,91.7,5.259,26.84
2021-03-29 02:00:00,1016.752,0.05,82.8,6.068,27.89
2021-03-29 03:00:00,1018.201,0.02,78.38,5.26,28.14
2021-03-29 04:00:00,1019.405,0.01,79.58,5.931,28.26
2021-03-29 05:00:00,1020.156,0.01,78.38,-0.002,27.83
2021-03-29 06:00:00,1020.532,0.0,80.4,-0.003,27.46
2021-03-29 07:00:00,1021.411,0.0,82.1,-0.07,27.83
2021-03-29 08:00:00,1021.925,0.0,79.44,-0.07,29.06
2021-03-29 09:00:00,1022.529,0.0,76.11,-0.066,30.23
2021-03-29 10:00:00,1023.013,0.0,65.9,-0.199,32.51
2021-03-29 11:00:00,1022.886,0.0,55.76,-0.131,36.14
2021-03-29 12:00:00,1022.75,0.0,59.12,-0.331,35.28
2021-03-29 13:00:00,1023.007,0.0,68.71,-0.333,33.24
2021-03-29 14:00:00,1023.138,0.01,58.23,-0.536,37.68
2021-03-29 15:00:00,1023.153,0.0,62.36,-0.327,33.36
2021-03-29 16:00:00,1023.264,0.0,58.91,-0.266,35.53
2021-03-29 17:00:00,1023.264,0.0,55.66,-0.199,34.91
2021-03-29 18:00:00,1023.516,0.0,72.82,-0.064,31.83
2021-03-29 19:00:00,1023.909,0.0,77.11,-0.066,29.67
2021-03-29 20:00:00,1024.312,0.0,88.6,-0.071,27.4
2021-03-29 21:00:00,1024.433,0.0,89.3,-0.137,26.59
2021-03-29 22:00:00,1024.321,0.0,92.5,-0.273,24.62
2021-03-29 23:00:00,1024.744,0.0,94.2,-0.075,23.4
2021-03-30 00:00:00,1024.886,0.0,95.3,-0.281,21.74
2021-03-30 01:00:00,1025.391,0.0,94.4,-0.147,20.75
2021-03-30 02:00:00,1025.454,0.0,94.2,-0.214,20.38
2021-03-30 03:00:00,1025.517,0.0,95.0,-0.214,19.52
2021-03-30 04:00:00,1025.895,0.0,96.9,-0.012,21.68
2021-03-30 05:00:00,1026.021,0.0,95.6,-0.147,24.27
2021-03-30 06:00:00,1026.392,0.0,96.0,-0.079,25.13
2021-03-30 07:00:00,1026.837,0.0,94.7,-0.139,26.9
2021-03-30 08:00:00,1027.097,0.0,80.1,-0.273,30.05
2021-03-30 09:00:00,1027.046,0.0,55.49,-0.603,37.56
2021-03-30 10:00:00,1026.991,0.0,42.4,-0.528,44.08
2021-03-30 11:00:00,1027.117,0.0,51.51,-0.461,40.51
2021-03-30 12:00:00,1027.558,0.0,49.83,-0.461,41.99
2021-03-30 13:00:00,1027.495,0.0,49.76,-0.326,44.64
2021-03-30 14:00:00,1027.495,0.0,52.74,-0.528,41.37
2021-03-30 15:00:00,1027.495,0.0,52.53,-0.528,43.96
2021-03-30 16:00:00,1027.621,0.0,54.55,-0.326,42.48
2021-03-30 17:00:00,1027.768,0.0,59.59,-0.125,41.62
2021-03-30 18:00:00,1028.054,0.0,82.2,-0.131,36.27
2021-03-30 19:00:00,1028.117,0.0,90.4,0.003,31.7
2021-03-30 20:00:00,1028.339,0.0,94.7,-0.002,29.8
2021-03-30 21:00:00,1028.477,0.0,96.8,-0.068,28.51
2021-03-30 22:00:00,1028.731,0.0,97.2,-0.069,27.95
2021-03-30 23:00:00,1028.856,0.0,97.6,-0.002,27.52
2021-03-31 00:00:00,1028.851,0.0,97.7,-0.272,27.46
2021-03-31 01:00:00,1028.358,0.0,94.9,-0.07,25.61
2021-03-31 02:00:00,1027.981,0.0,96.9,-0.274,26.35
2021-03-31 03:00:00,1027.735,0.0,97.4,-0.072,25.0
2021-03-31 04:00:00,1027.776,0.0,97.9,-0.079,24.39
2021-03-31 05:00:00,1027.533,0.0,96.7,-0.147,23.96
2021-03-31 06:00:00,1027.531,0.0,95.4,-0.145,23.03
2021-03-31 07:00:00,1027.786,0.0,95.4,-0.281,24.57
2021-03-31 08:00:00,1027.544,0.0,95.8,-0.271,28.2
2021-03-31 09:00:00,1027.172,0.0,56.48,-0.332,44.53
2021-03-31 10:00:00,1026.487,0.0,48.53,-0.326,47.53
2021-03-31 11:00:00,1025.605,0.0,48.18,-0.461,47.78
2021-03-31 12:00:00,1024.596,0.0,43.94,-0.326,49.57
2021-03-31 13:00:00,1023.714,0.0,39.08,-0.326,52.71
2021-03-31 14:00:00,1022.706,0.0,39.49,-0.461,53.33
2021-03-31 15:00:00,1021.95,0.0,38.22,-0.259,54.32
2021-03-31 16:00:00,1021.194,0.0,38.66,-0.326,53.45
2021-03-31 17:00:00,1020.438,0.0,43.29,-0.124,51.48
2021-03-31 18:00:00,1019.81,0.0,60.93,-0.124,43.4
2021-03-31 19:00:00,1019.605,0.0,75.63,-0.131,36.82
2021-03-31 20:00:00,1019.36,0.0,77.89,-0.064,34.66
2021-03-31 21:00:00,1019.254,0.0,79.06,-0.066,33.93
2021-03-31 22:00:00,1018.898,0.0,84.6,-0.07,32.89
2021-03-31 23:00:00,1018.135,0.0,88.5,-0.07,31.53
2021-04-01 00:00:00,1017.625,0.0,91.4,-0.071,30.42
2021-04-01 01:00:00,1017.005,0.0,90.1,-0.071,30.3
2021-04-01 02:00:00,1016.381,0.0,91.6,-0.272,29.68
2021-04-01 03:00:00,1015.618,0.0,93.0,-0.067,28.32
2021-04-01 04:00:00,1014.804,0.0,94.5,-0.071,28.08
2021-04-01 05:00:00,1014.604,0.0,94.4,-0.137,28.38
2021-04-01 06:00:00,1013.971,0.0,90.3,-0.138,29.06
2021-04-01 07:00:00,1013.856,0.0,82.8,-0.272,31.65
2021-04-01 08:00:00,1013.576,0.0,78.51,-0.407,36.39
2021-04-01 09:00:00,1013.391,0.0,49.93,-0.395,48.22
2021-04-01 10:00:00,1013.002,0.0,45.17,-0.663,52.4
2021-04-01 11:00:00,1013.128,0.0,39.04,-0.326,53.82
2021-04-01 12:00:00,1012.75,0.0,36.2,-0.259,54.01
2021-04-01 13:00:00,1012.624,0.0,32.6,-0.326,54.75
2021-04-01 14:00:00,1012.372,0.0,40.07,-0.528,52.71
2021-04-01 15:00:00,1012.309,0.0,38.94,-0.259,52.34
2021-04-01 16:00:00,1012.19,0.0,47.26,-0.125,50.25
2021-04-01 17:00:00,1012.399,0.0,58.05,-0.128,46.68
2021-04-01 18:00:00,1012.424,0.0,63.44,-0.197,42.99
2021-04-01 19:00:00,1012.802,0.0,79.88,-0.064,37.62
2021-04-01 20:00:00,1013.191,0.0,84.2,-0.066,35.22
2021-04-01 21:00:00,1013.457,0.0,87.8,-0.204,33.56
2021-04-01 22:00:00,1013.593,0.0,90.4,-0.27,32.39
2021-04-01 23:00:00,1013.596,0.0,92.7,-0.475,31.16
2021-04-02 00:00:00,1013.726,0.0,95.1,-0.137,30.73
2021-04-02 01:00:00,1014.231,0.0,96.3,-0.07,30.23
2021-04-02 02:00:00,1014.221,0.0,96.6,-0.273,29.31
2021-04-02 03:00:00,1014.351,0.0,98.6,-0.137,29.25
2021-04-02 04:00:00,1014.603,0.0,97.7,-0.135,28.69
2021-04-02 05:00:00,1015.226,0.0,98.1,-0.138,28.13
2021-04-02 06:00:00,1015.748,0.0,97.7,-0.138,28.45
2021-04-02 07:00:00,1015.993,0.0,96.1,-0.137,28.01
2021-04-02 08:00:00,1016.239,0.0,94.5,-0.07,32.82
2021-04-02 09:00:00,1016.189,0.0,55.79,-0.399,45.94
2021-04-02 10:00:00,1015.774,0.0,53.32,-0.528,44.58
2021-04-02 11:00:00,1016.027,0.0,46.03,-0.461,50.62
2021-04-02 12:00:00,1016.279,0.0,43.84,-0.326,52.71
2021-04-02 13:00:00,1016.405,0.0,42.16,-0.461,53.08
2021-04-02 14:00:00,1016.531,0.0,44.59,-0.326,52.03
2021-04-02 15:00:00,1016.91,0.0,49.86,-0.326,49.88
2021-04-02 16:00:00,1017.171,0.0,53.77,-0.262,47.91
2021-04-02 17:00:00,1017.57,0.0,64.9,-0.128,44.09
2021-04-02 18:00:00,1017.844,0.0,76.42,-0.131,40.77
2021-04-02 19:00:00,1017.97,0.0,86.5,-0.064,36.2
2021-04-02 20:00:00,1018.48,0.0,91.7,-0.066,33.74
2021-04-02 21:00:00,1018.77,0.0,94.9,-0.137,32.33
2021-04-02 22:00:00,1018.773,0.0,97.4,-0.071,31.04
2021-04-02 23:00:00,1018.759,0.0,98.0,-0.135,30.79
2021-04-03 00:00:00,1019.01,0.0,98.8,-0.07,30.42
2021-04-03 01:00:00,1019.021,0.0,98.5,-0.07,30.3
2021-04-03 02:00:00,1019.131,0.0,98.9,-0.07,30.17
2021-04-03 03:00:00,1019.274,0.0,99.3,-0.071,30.54
2021-04-03 04:00:00,1019.145,0.0,99.1,-0.07,30.36
2021-04-03 05:00:00,1019.263,0.0,99.2,0.132,30.42
2021-04-03 06:00:00,1019.145,0.0,99.1,-0.071,30.73
2021-04-03 07:00:00,1019.39,0.0,94.4,-0.069,33.13
2021-04-03 08:00:00,1019.427,0.0,78.34,-0.267,38.92
2021-04-03 09:00:00,1019.725,0.0,50.76,-0.333,48.84
2021-04-03 10:00:00,1019.87,0.0,45.72,-0.326,52.71
2021-04-03 11:00:00,1019.681,0.0,41.34,-0.326,55.36
2021-04-03 12:00:00,1019.681,0.0,41.85,-0.124,55.3
2021-04-03 13:00:00,1019.681,0.0,37.26,-0.259,57.77
2021-04-03 14:00:00,1019.555,0.0,39.93,-0.124,56.29
2021-04-03 15:00:00,1019.558,0.0,43.66,-0.057,54.75
2021-04-03 16:00:00,1019.588,0.0,50.28,0.007,51.43
2021-04-03 17:00:00,1019.772,0.0,57.81,-0.127,48.34
2021-04-03 18:00:00,1020.05,0.0,73.61,-0.131,41.94
2021-04-03 19:00:00,1020.37,0.0,81.3,0.003,39.41
2021-04-03 20:00:00,1020.497,0.0,84.3,0.003,38.55
2021-04-03 21:00:00,1020.885,0.0,86.7,0.002,37.81
2021-04-03 22:00:00,1020.877,0.0,91.0,0.001,37.25
2021-04-03 23:00:00,1020.509,0.0,90.7,-0.066,36.95
2021-04-04 00:00:00,1020.261,0.0,92.0,0.0,35.9
2021-04-04 01:00:00,1020.008,0.0,92.4,0.136,36.09
2021-04-04 02:00:00,1020.258,0.01,97.6,0.135,35.72
2021-04-04 03:00:00,1020.14,0.02,99.1,0.003,35.66
2021-04-04 04:00:00,1019.892,0.0,99.4,0.137,34.79
2021-04-04 05:00:00,1020.013,0.0,99.6,-0.001,34.05
2021-04-04 06:00:00,1020.072,0.0,100.0,-0.002,33.5
2021-04-04 07:00:00,1020.271,0.01,99.5,-0.067,33.87
2021-04-04 08:00:00,1020.266,0.02,97.1,-0.068,33.25
2021-04-04 09:00:00,1020.519,0.01,95.2,-0.271,33.87
2021-04-04 10:00:00,1021.003,0.0,87.1,-0.064,34.48
2021-04-04 11:00:00,1020.932,0.01,88.1,-0.199,35.71
2021-04-04 12:00:00,1020.617,0.0,80.5,-0.131,39.23
2021-04-04 13:00:00,1020.236,0.0,78.71,-0.131,39.16
2021-04-04 14:00:00,1020.365,0.0,72.92,-0.131,39.53
2021-04-04 15:00:00,1020.617,0.0,63.44,-0.199,37.13
2021-04-04 16:00:00,1020.302,0.0,65.94,-0.131,35.59
2021-04-04 17:00:00,1020.491,0.01,71.79,-0.064,33.43
2021-04-04 18:00:00,1020.245,0.0,79.5,-0.064,33.0
2021-04-04 19:00:00,1020.146,0.0,89.3,-0.067,30.36
2021-04-04 20:00:00,1020.398,0.0,92.5,-0.002,29.31
2021-04-04 21:00:00,1020.283,0.0,91.8,-0.002,29.49
2021-04-04 22:00:00,1020.281,0.0,89.3,-0.001,29.93
2021-04-04 23:00:00,1020.476,0.0,92.1,-0.004,28.82
2021-04-05 00:00:00,1020.53,0.0,95.3,-0.069,27.33
2021-04-05 01:00:00,1020.529,0.0,96.9,-0.001,27.15
2021-04-05 02:00:00,1020.547,0.0,96.9,-0.073,27.03
2021-04-05 03:00:00,1020.425,0.0,97.4,0.064,26.48
2021-04-05 04:00:00,1020.572,0.0,96.2,0.059,25.25
2021-04-05 05:00:00,1020.577,0.0,96.3,0.058,24.63
2021-04-05 06:00:00,1020.845,0.0,96.3,-0.079,24.63
2021-04-05 07:00:00,1021.47,0.0,97.9,-0.077,28.46
2021-04-05 08:00:00,1021.295,0.0,89.2,-0.069,30.6
2021-04-05 09:00:00,1020.995,0.0,77.31,-0.334,34.66
2021-04-05 10:00:00,1020.69,0.0,56.85,-0.326,43.22
2021-04-05 11:00:00,1020.248,0.0,54.49,-0.259,41.25
2021-04-05 12:00:00,1020.187,0.0,48.29,-0.259,45.19
2021-04-05 13:00:00,1020.189,0.0,45.21,-0.327,46.3
2021-04-05 14:00:00,1019.685,0.0,44.49,-0.259,47.1
2021-04-05 15:00:00,1019.303,0.0,42.67,-0.259,46.92
2021-04-05 16:00:00,1018.926,0.0,42.12,-0.259,46.18
2021-04-05 17:00:00,1018.824,0.0,46.75,-0.129,43.72
2021-04-05 18:00:00,1018.726,0.0,57.82,0.003,40.89
2021-04-05 19:00:00,1018.979,0.0,74.12,-0.064,35.34
2021-04-05 20:00:00,1019.628,0.0,84.0,0.001,32.76
2021-04-05 21:00:00,1019.516,0.0,87.9,-0.002,31.16
2021-04-05 22:00:00,1019.463,0.0,91.3,-0.002,29.86
2021-04-05 23:00:00,1019.26,0.0,94.8,-0.07,28.87
2021-04-06 00:00:00,1019.277,0.0,94.6,-0.067,28.08
2021-04-06 01:00:00,1019.084,0.0,91.7,-0.003,27.89
2021-04-06 02:00:00,1018.885,0.0,91.8,-0.001,28.07
2021-04-06 03:00:00,1018.774,0.0,91.8,-0.07,26.91
2021-04-06 04:00:00,1018.92,0.0,91.7,-0.074,26.23
2021-04-06 05:00:00,1018.934,0.0,92.8,-0.075,25.49
2021-04-06 06:00:00,1018.952,0.0,94.7,-0.009,25.0
2021-04-06 07:00:00,1018.803,0.0,89.9,-0.075,26.97
2021-04-06 08:00:00,1018.264,0.0,74.65,-0.272,32.76
2021-04-06 09:00:00,1018.204,0.0,39.11,-0.599,50.32
2021-04-06 10:00:00,1018.295,0.0,47.6,-0.326,45.62
2021-04-06 11:00:00,1017.917,0.0,45.27,-0.124,46.3
2021-04-06 12:00:00,1017.54,0.0,40.45,-0.326,50.74
2021-04-06 13:00:00,1017.413,0.0,41.51,-0.124,50.55
2021-04-06 14:00:00,1017.161,0.0,36.61,-0.326,52.65
2021-04-06 15:00:00,1016.783,0.0,37.77,-0.326,53.82
2021-04-06 16:00:00,1016.657,0.0,38.18,0.011,53.51
2021-04-06 17:00:00,1016.531,0.0,44.76,-0.056,50.06
2021-04-06 18:00:00,1016.688,0.0,66.38,-0.128,42.12
2021-04-06 19:00:00,1016.962,0.0,79.4,-0.064,36.76
2021-04-06 20:00:00,1017.303,0.0,86.0,-0.067,33.81
2021-04-06 21:00:00,1017.431,0.0,87.6,-0.002,33.07
2021-04-06 22:00:00,1017.125,0.0,91.8,-0.002,31.84
2021-04-06 23:00:00,1016.744,0.0,93.3,-0.002,31.4
2021-04-07 00:00:00,1016.497,0.0,94.4,-0.07,31.34
2021-04-07 01:00:00,1016.238,0.0,94.2,-0.004,30.91
2021-04-07 02:00:00,1015.861,0.0,93.7,-0.068,30.85
2021-04-07 03:00:00,1015.74,0.0,94.3,-0.07,30.79
2021-04-07 04:00:00,1015.617,0.0,93.1,-0.071,31.53
2021-04-07 05:00:00,1015.75,0.0,93.2,-0.138,32.76
2021-04-07 06:00:00,1016.001,0.0,95.0,-0.002,31.9
2021-04-07 07:00:00,1016.062,0.0,97.4,-0.071,33.32
2021-04-07 08:00:00,1016.222,0.0,86.7,-0.133,36.95
2021-04-07 09:00:00,1016.584,0.0,90.4,-0.199,35.77
2021-04-07 10:00:00,1016.584,0.0,94.9,-0.131,35.1
2021-04-07 11:00:00,1016.395,0.0,82.7,-0.131,37.07
2021-04-07 12:00:00,1016.332,0.0,73.95,-0.131,37.44
2021-04-07 13:00:00,1016.458,0.0,80.4,-0.131,37.5
2021-04-07 14:00:00,1016.08,0.0,74.77,-0.131,37.31
2021-04-07 15:00:00,1015.575,0.02,87.1,-0.131,37.31
2021-04-07 16:00:00,1015.575,0.02,94.1,-0.131,35.22
2021-04-07 17:00:00,1015.512,0.08,96.5,-0.672,33.37
2021-04-07 18:00:00,1014.956,0.04,98.5,-0.267,32.75
2021-04-07 19:00:00,1014.722,0.09,99.3,-0.946,32.39
2021-04-07 20:00:00,1014.729,0.07,99.8,1.281,32.39
2021-04-07 21:00:00,1014.343,0.09,99.9,1.077,32.14
2021-04-07 22:00:00,1014.291,0.09,99.9,2.83,32.02
2021-04-07 23:00:00,1013.972,0.08,100.0,4.18,32.21
2021-04-08 00:00:00,1013.842,0.07,99.6,4.852,32.02
2021-04-08 01:00:00,1014.485,0.1,99.8,5.528,31.96
2021-04-08 02:00:00,1014.351,0.02,97.4,5.123,32.02
2021-04-08 03:00:00,1015.555,0.02,98.7,5.932,29.86
2021-04-08 04:00:00,1015.874,0.19,99.8,7.483,29.8
2021-04-08 05:00:00,1016.501,0.2,98.3,9.03,29.06
2021-04-08 06:00:00,1017.633,0.05,96.6,-0.069,28.69
2021-04-08 07:00:00,1018.767,0.03,95.2,-1.149,28.51
2021-04-08 08:00:00,1019.779,0.02,87.8,-0.947,31.65
2021-04-08 09:00:00,1020.75,0.01,84.9,-0.469,33.31
2021-04-08 10:00:00,1021.626,0.0,83.7,-1.075,33.49
2021-04-08 11:00:00,1022.251,0.0,73.09,-0.535,35.28
2021-04-08 12:00:00,1022.619,0.0,75.35,-0.332,35.34
2021-04-08 13:00:00,1023.251,0.0,71.93,-0.4,35.71
2021-04-08 14:00:00,1023.516,0.0,71.04,-0.131,34.91
2021-04-08 15:00:00,1023.768,0.0,63.3,-0.334,36.45
2021-04-08 16:00:00,1023.768,0.0,76.79,-0.334,36.94
2021-04-08 17:00:00,1023.642,0.0,82.3,-0.401,37.56
2021-04-08 18:00:00,1023.39,0.0,94.5,-0.199,34.11
2021-04-08 19:00:00,1023.143,0.0,97.8,-0.064,32.51
2021-04-08 20:00:00,1023.303,0.0,98.8,-0.069,32.02
2021-04-08 21:00:00,1023.547,0.0,99.0,-0.068,32.02
2021-04-08 22:00:00,1023.054,0.0,99.3,-0.07,31.9
2021-04-08 23:00:00,1022.804,0.0,99.4,-0.068,31.78
2021-04-09 00:00:00,1022.798,0.0,99.3,-0.069,31.71
2021-04-09 01:00:00,1022.294,0.0,99.0,-0.068,30.73
2021-04-09 02:00:00,1021.669,0.0,98.5,-0.07,30.3
2021-04-09 03:00:00,1021.161,0.0,98.4,-0.205,29.99
2021-04-09 04:00:00,1020.659,0.0,95.5,-0.068,26.84
2021-04-09 05:00:00,1020.282,0.0,96.5,-0.071,25.05
2021-04-09 06:00:00,1020.315,0.0,94.7,-0.137,24.14
2021-04-09 07:00:00,1019.942,0.0,94.3,-0.144,25.43
2021-04-09 08:00:00,1019.91,0.0,84.4,-0.138,31.28
2021-04-09 09:00:00,1019.695,0.0,62.88,-0.596,40.82
2021-04-09 10:00:00,1019.303,0.0,53.08,-0.326,43.59
2021-04-09 11:00:00,1019.052,0.0,57.09,-0.326,41.37
2021-04-09 12:00:00,1018.429,0.0,52.64,-0.528,43.59
